tender_no,award_date,awarded_amt,tender_detail_status,tender_date,tender_value,LDA_Category
HLTHQ0ETT20300002,5/5/2020,1950000,Awarded to Suppliers,2020-05-05,1950000,Engineering Procurement - Services
HLTHQ0ETT20300003,23/7/2020,31489613,Awarded to Suppliers,2020-07-23,31489613,Engineering Procurement - Goods
HLTHQ0ETT20300005,4/6/2020,288000,Awarded to Suppliers,2020-06-04,288000,Engineering Procurement - Services
HLTHQ0ETT20300006,5/1/2021,46515000,Awarded to Suppliers,2021-01-05,46515000,Engineering Procurement - Goods
HLTHQ0ETT20300007,7/7/2020,2386000,Awarded to Suppliers,2020-07-07,2386000,Engineering Procurement - Services
HLTHQ0ETT20300008,7/7/2020,1,Awarded to Suppliers,2020-07-07,1,Engineering Procurement - Services
HLTHQ0ETT20300009,17/7/2020,1089000,Awarded to Suppliers,2020-07-17,1089000,PPP Procurement - DBFO
HLTHQ0ETT20300022,12/8/2020,3062500,Awarded to Suppliers,2020-08-12,3062500,Engineering Procurement - Services
HLTHQ0ETT20300025,25/9/2020,438000,Awarded to Suppliers,2020-09-25,438000,Engineering Procurement - Services
HLTHQ0ETT20300028,17/12/2020,433100,Awarded to Suppliers,2020-12-17,433100,General Procurement - Services
HLTHQ0ETT20300029,8/12/2020,860000,Awarded to Suppliers,2020-12-08,860000,Engineering Procurement - Services
HLTHQ0ETT20300030,11/11/2020,3165000,Awarded to Suppliers,2020-11-11,3165000,Engineering Procurement - Services
HLTHQ0ETT20300031,8/10/2020,4508800,Awarded to Suppliers,2020-10-08,4508800,Engineering Procurement - Services
HLTHQ0ETT20300032,4/12/2020,370000,Awarded to Suppliers,2020-12-04,370000,Engineering Procurement - Services
HLTHQ0ETT20300033,16/2/2021,1,Awarded to Suppliers,2021-02-16,1,Engineering Procurement - Services
HLTHQ0ETT20300034,9/12/2020,318000,Awarded to Suppliers,2020-12-09,318000,Engineering Procurement - Services
HLTHQ0ETT20300035,6/11/2020,250000,Awarded to Suppliers,2020-11-06,250000,Engineering Procurement - Services
HLTHQ0ETT20300036,9/3/2021,1405260,Awarded to Suppliers,2021-03-09,1405260,Engineering Procurement - Services
HLTHQ0ETT20300037,4/1/2021,94095,Awarded to Suppliers,2021-01-04,94095,PPP Procurement - DBFO
HLTHQ0ETT20300038,25/1/2021,53.76,Awarded to Suppliers,2021-01-25,53.76,Engineering Procurement - Services
HLTHQ0ETT20300040,26/1/2021,1925000,Awarded to Suppliers,2021-01-26,1925000,Engineering Procurement - Services
HLTHQ0ETT20300041,16/4/2021,31704180,Awarded to Suppliers,2021-04-16,31704180,Engineering Procurement - Goods
HLTHQ0ETT20300042,8/4/2021,1480000,Awarded to Suppliers,2021-04-08,1480000,Engineering Procurement - Services
HLTHQ0ETT20300043,5/5/2021,1,Awarded by Items,2021-05-05,1,Engineering Procurement - Services
HLTHQ0ETT20300043,5/5/2021,1,Awarded by Items,2021-05-05,1,Engineering Procurement - Services
HLTHQ0ETT20300043,5/5/2021,1,Awarded by Items,2021-05-05,1,Engineering Procurement - Services
HLTHQ0ETT20300043,5/5/2021,1,Awarded by Items,2021-05-05,1,Engineering Procurement - Services
HLTHQ0ETT20300114,22/12/2020,908800,Awarded to Suppliers,2020-12-22,908800,Engineering Procurement - Services
HLTHQ0ETT20300143,12/4/2021,9325000,Awarded to Suppliers,2021-04-12,9325000,Engineering Procurement - Goods
HLTHQ0ETT20300144,22/7/2021,1,Awarded by Items,2021-07-22,1,Engineering Procurement - Services
HLTHQ0ETT20300144,22/7/2021,1,Awarded by Items,2021-07-22,1,Engineering Procurement - Services
HLTHQ0ETT20300172,9/9/2021,17379846,Awarded to Suppliers,2021-09-09,17379846,PPP Procurement - DBO
HLTHQ0ETT20300173,15/3/2021,780000,Awarded to Suppliers,2021-03-15,780000,Engineering Procurement - Services
HLTHQ0ETT20300176,15/6/2021,40481500,Awarded to Suppliers,2021-06-15,40481500,Engineering Procurement - Goods
HLTHQ0ETT21000001,11/2/2021,2360000,Awarded by Items,2021-02-11,2360000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,16000,Awarded by Items,2021-02-11,16000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,1014000,Awarded by Items,2021-02-11,1014000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,1748064,Awarded by Items,2021-02-11,1748064,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,3872000,Awarded by Items,2021-02-11,3872000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,2710202,Awarded by Items,2021-02-11,2710202,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,1254000,Awarded by Items,2021-02-11,1254000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,12584,Awarded by Items,2021-02-11,12584,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,1516000,Awarded by Items,2021-02-11,1516000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,2330400,Awarded by Items,2021-02-11,2330400,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,3204100,Awarded by Items,2021-02-11,3204100,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,2260800,Awarded by Items,2021-02-11,2260800,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,4990392,Awarded by Items,2021-02-11,4990392,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,4682000,Awarded by Items,2021-02-11,4682000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,1014000,Awarded by Items,2021-02-11,1014000,Engineering Procurement - Services
HLTHQ0ETT21000001,11/2/2021,3784800,Awarded by Items,2021-02-11,3784800,Engineering Procurement - Services
HLTHQ0ETT21000002,4/6/2021,120614,Awarded to Suppliers,2021-06-04,120614,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000003,2/12/2021,1,Awarded by Items,2021-12-02,1,Engineering Procurement - Services
HLTHQ0ETT21000004,19/3/2021,510888,Awarded to Suppliers,2021-03-19,510888,Engineering Procurement - Services
HLTHQ0ETT21000005,2/8/2021,1890800,Awarded to Suppliers,2021-08-02,1890800,PPP Procurement - DBO
HLTHQ0ETT21000006,23/6/2021,350000,Awarded to Suppliers,2021-06-23,350000,Engineering Procurement - Services
HLTHQ0ETT21000007,18/6/2021,85680,Awarded to Suppliers,2021-06-18,85680,PPP Procurement - DBFO
HLTHQ0ETT21000008,6/7/2021,398000,Awarded to Suppliers,2021-07-06,398000,Engineering Procurement - Services
HLTHQ0ETT21000009,15/6/2021,288000,Awarded to Suppliers,2021-06-15,288000,Engineering Procurement - Services
HLTHQ0ETT21000011,25/6/2021,4289500,Awarded to Suppliers,2021-06-25,4289500,Engineering Procurement - Services
HLTHQ0ETT21000012,12/8/2021,16997915,Awarded to Suppliers,2021-08-12,16997915,Engineering Procurement - Services
HLTHQ0ETT21000013,16/11/2021,1,Awarded by Items,2021-11-16,1,Engineering Procurement - Services
HLTHQ0ETT21000042,10/5/2022,788750,Awarded to Suppliers,2022-05-10,788750,Engineering Procurement - Services
HLTHQ0ETT21000013,16/11/2021,1,Awarded by Items,2021-11-16,1,Engineering Procurement - Services
HLTHQ0ETT21000015,9/7/2021,153906,Awarded to Suppliers,2021-07-09,153906,Engineering Procurement - Services
HLTHQ0ETT21000018,29/9/2021,39795300,Awarded to Suppliers,2021-09-29,39795300,Engineering Procurement - Goods
HLTHQ0ETT21000019,9/2/2022,19388888,Awarded to Suppliers,2022-02-09,19388888,Engineering Procurement - Services
HLTHQ0ETT21000020,17/8/2021,2486100,Awarded to Suppliers,2021-08-17,2486100,Engineering Procurement - Services
HLTHQ0ETT21000021,7/6/2021,1502,Awarded by Items,2021-06-07,1502,Engineering Procurement - Services
HLTHQ0ETT21000021,7/6/2021,1687,Awarded by Items,2021-06-07,1687,Engineering Procurement - Services
HLTHQ0ETT21000021,7/6/2021,1855,Awarded by Items,2021-06-07,1855,Engineering Procurement - Services
HLTHQ0ETT21000022,6/9/2021,3288820,Awarded to Suppliers,2021-09-06,3288820,Engineering Procurement - Services
HLTHQ0ETT21000024,10/9/2021,5688000,Awarded to Suppliers,2021-09-10,5688000,Engineering Procurement - Services
HLTHQ0ETT21000027,14/9/2021,147.04,Awarded by Items,2021-09-14,147.04,Engineering Procurement - Services
HLTHQ0ETT21000027,14/9/2021,99.21,Awarded by Items,2021-09-14,99.21,Engineering Procurement - Services
HLTHQ0ETT21000027,14/9/2021,97.7,Awarded by Items,2021-09-14,97.7,Engineering Procurement - Services
HLTHQ0ETT21000027,14/9/2021,167.55,Awarded by Items,2021-09-14,167.55,Engineering Procurement - Services
HLTHQ0ETT21000027,14/9/2021,5,Awarded by Items,2021-09-14,5,Engineering Procurement - Services
HLTHQ0ETT21000028,19/8/2021,184200,Awarded to Suppliers,2021-08-19,184200,Engineering Procurement - Services
HLTHQ0ETT21000029,1/9/2021,350000,Awarded to Suppliers,2021-09-01,350000,Engineering Procurement - Services
HLTHQ0ETT21000033,30/7/2021,127680,Awarded to Suppliers,2021-07-30,127680,Engineering Procurement - Services
HLTHQ0ETT21000034,3/11/2021,48701600,Awarded to Suppliers,2021-11-03,48701600,Engineering Procurement - Goods
HLTHQ0ETT21000035,30/9/2021,3358962,Awarded to Suppliers,2021-09-30,3358962,Engineering Procurement - Services
HLTHQ0ETT21000036,31/8/2021,424884.24,Awarded to Suppliers,2021-08-31,424884.24,Engineering Procurement - Services
HLTHQ0ETT21000037,1/10/2021,348000,Awarded to Suppliers,2021-10-01,348000,Engineering Procurement - Services
HLTHQ0ETT21000038,27/1/2022,565160,Awarded to Suppliers,2022-01-27,565160,Engineering Procurement - Services
HLTHQ0ETT21000041,9/11/2021,150,Awarded by Items,2021-11-09,150,Engineering Procurement - Services
HLTHQ0ETT21000041,9/11/2021,180,Awarded by Items,2021-11-09,180,Engineering Procurement - Services
HLTHQ0ETT21000041,9/11/2021,180,Awarded by Items,2021-11-09,180,Engineering Procurement - Services
HLTHQ0ETT21000041,9/11/2021,1,Awarded by Items,2021-11-09,1,Engineering Procurement - Services
LTA000ETT21000005,15/6/2021,1,Awarded by Items,2021-06-15,1,PPP Procurement - DBFO
HLTHQ0ETT21000044,11/11/2021,3325755,Awarded to Suppliers,2021-11-11,3325755,Engineering Procurement - Services
HLTHQ0ETT21000045,12/1/2022,5880000,Awarded to Suppliers,2022-01-12,5880000,Engineering Procurement - Services
HLTHQ0ETT21000046,1/6/2022,886124150,Awarded to Suppliers,2022-06-01,886124150,Engineering Procurement - Services
HLTHQ0ETT21000047,27/12/2021,15408900,Awarded to Suppliers,2021-12-27,15408900,Engineering Procurement - EPC
HLTHQ0ETT21000048,2/1/2022,133690,Awarded to Suppliers,2022-01-02,133690,Engineering Procurement - Goods
HLTHQ0ETT21000049,18/1/2022,161880,Awarded to Suppliers,2022-01-18,161880,Engineering Procurement - Services
HLTHQ0ETT21000050,13/5/2022,66269000,Awarded to Suppliers,2022-05-13,66269000,Engineering Procurement - Goods
HLTHQ0ETT21000053,28/12/2021,168317,Awarded to Suppliers,2021-12-28,168317,Engineering Procurement - Services
HLTHQ0ETT21000054,23/4/2022,1,Awarded to Suppliers,2022-04-23,1,Engineering Procurement - Services
HLTHQ0ETT21000055,18/5/2022,1,Awarded by Items,2022-05-18,1,Engineering Procurement - Services
HLTHQ0ETT21000055,18/5/2022,1,Awarded by Items,2022-05-18,1,Engineering Procurement - Services
HLTHQ0ETT21000055,18/5/2022,1,Awarded by Items,2022-05-18,1,Engineering Procurement - Services
HLTHQ0ETT21000058,12/5/2022,14880000,Awarded to Suppliers,2022-05-12,14880000,Engineering Procurement - Services
HLTHQ0ETT21000059,4/3/2022,8800,Awarded by Items,2022-03-04,8800,Engineering Procurement - Services
HLTHQ0ETT21000059,4/3/2022,5400,Awarded by Items,2022-03-04,5400,Engineering Procurement - Services
HLTHQ0ETT21000059,4/3/2022,8800,Awarded by Items,2022-03-04,8800,Engineering Procurement - Services
HLTHQ0ETT21000059,4/3/2022,5400,Awarded by Items,2022-03-04,5400,Engineering Procurement - Services
HLTHQ0ETT21000060,20/12/2021,4467000,Awarded to Suppliers,2021-12-20,4467000,Engineering Procurement - Services
HLTHQ0ETT21000062,27/6/2022,3,Awarded to Suppliers,2022-06-27,3,Engineering Procurement - Services
HLTHQ0ETT22000001,11/5/2022,28972000,Awarded to Suppliers,2022-05-11,28972000,Engineering Procurement - Services
HLTHQ0ETT22000002,28/4/2022,2891368,Awarded to Suppliers,2022-04-28,2891368,Engineering Procurement - Services
HLTHQ0ETT22000003,5/10/2022,82817830,Awarded to Suppliers,2022-10-05,82817830,Engineering Procurement - Goods
HLTHQ0ETT22000004,17/6/2022,1500000,Awarded to Suppliers,2022-06-17,1500000,Engineering Procurement - Services
HLTHQ0ETT22000031,22/9/2022,3160,Awarded by Items,2022-09-22,3160,Engineering Procurement - Services
HLTHQ0ETT22000005,29/9/2022,21736000,Awarded to Suppliers,2022-09-29,21736000,Engineering Procurement - Services
HLTHQ0ETT22000006,23/6/2022,7164136,Awarded to Suppliers,2022-06-23,7164136,Engineering Procurement - Services
HLTHQ0ETT22000007,11/7/2022,190000,Awarded to Suppliers,2022-07-11,190000,Engineering Procurement - Goods
HLTHQ0ETT22000009,8/11/2022,38670000,Awarded to Suppliers,2022-11-08,38670000,Engineering Procurement - Goods
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000010,30/9/2022,1,Awarded by Items,2022-09-30,1,Engineering Procurement - Services
HLTHQ0ETT22000011,21/6/2022,99944,Awarded to Suppliers,2022-06-21,99944,Engineering Procurement - Goods
HLTHQ0ETT22000012,12/10/2022,498000,Awarded to Suppliers,2022-10-12,498000,Engineering Procurement - Services
HLTHQ0ETT22000016,3/11/2022,4999000,Awarded to Suppliers,2022-11-03,4999000,Engineering Procurement - Services
HLTHQ0ETT22000020,2/8/2022,503800,Awarded to Suppliers,2022-08-02,503800,Engineering Procurement - Goods
HLTHQ0ETT22000023,9/11/2022,143064,Awarded to Suppliers,2022-11-09,143064,Engineering Procurement - Services
HLTHQ0ETT22000029,23/8/2022,58900,Awarded to Suppliers,2022-08-23,58900,Engineering Procurement - Services
HLTHQ0ETT22000030,3/10/2022,422000,Awarded to Suppliers,2022-10-03,422000,PPP Procurement - DBFO
HLTHQ0ETT22000031,22/9/2022,3146,Awarded by Items,2022-09-22,3146,Engineering Procurement - Services
HLTHQ0ETT22000031,22/9/2022,1500,Awarded by Items,2022-09-22,1500,Engineering Procurement - Services
LTA000ETT21000005,15/6/2021,1,Awarded by Items,2021-06-15,1,PPP Procurement - DBFO
HLTHQ0ETT22000031,22/9/2022,2200,Awarded by Items,2022-09-22,2200,Engineering Procurement - Services
HLTHQ0ETT22000031,22/9/2022,2700,Awarded by Items,2022-09-22,2700,Engineering Procurement - Services
HLTHQ0ETT22000031,22/9/2022,3240,Awarded by Items,2022-09-22,3240,Engineering Procurement - Services
HLTHQ0ETT22000031,22/9/2022,3200,Awarded by Items,2022-09-22,3200,Engineering Procurement - Services
HLTHQ0ETT22000033,12/9/2022,1834474,Awarded by Items,2022-09-12,1834474,Engineering Procurement - Services
HLTHQ0ETT22000033,12/9/2022,820590,Awarded by Items,2022-09-12,820590,Engineering Procurement - Services
HLTHQ0ETT22000033,12/9/2022,1725199,Awarded by Items,2022-09-12,1725199,Engineering Procurement - Services
HLTHQ0ETT22000033,12/9/2022,1288391,Awarded by Items,2022-09-12,1288391,Engineering Procurement - Services
HLTHQ0ETT22000033,12/9/2022,1024261,Awarded by Items,2022-09-12,1024261,Engineering Procurement - Services
HLTHQ0ETT22000034,4/10/2022,113660,Awarded to Suppliers,2022-10-04,113660,Engineering Procurement - Services
HLTHQ0ETT22000035,20/1/2023,1422600,Awarded to Suppliers,2023-01-20,1422600,Engineering Procurement - Services
HLTHQ0ETT22000036,6/1/2023,176000,Awarded to Suppliers,2023-01-06,176000,Engineering Procurement - Services
HLTHQ0ETT22000038,21/9/2022,9920,Awarded by Items,2022-09-21,9920,Engineering Procurement - Services
HLTHQ0ETT22000038,21/9/2022,22960,Awarded by Items,2022-09-21,22960,Engineering Procurement - Services
HLTHQ0ETT22000038,21/9/2022,7410,Awarded by Items,2022-09-21,7410,Engineering Procurement - Services
HLTHQ0ETT22000038,21/9/2022,24250,Awarded by Items,2022-09-21,24250,Engineering Procurement - Services
HLTHQ0ETT22000038,21/9/2022,8850,Awarded by Items,2022-09-21,8850,Engineering Procurement - Services
HLTHQ0ETT22000039,11/10/2022,1750000,Awarded to Suppliers,2022-10-11,1750000,Engineering Procurement - Goods
HLTHQ0ETT22000040,22/9/2022,13202,Awarded by Items,2022-09-22,13202,Engineering Procurement - Services
HLTHQ0ETT22000040,22/9/2022,11200,Awarded by Items,2022-09-22,11200,Engineering Procurement - Services
HLTHQ0ETT22000040,22/9/2022,12525,Awarded by Items,2022-09-22,12525,Engineering Procurement - Services
HLTHQ0ETT22000040,22/9/2022,7600,Awarded by Items,2022-09-22,7600,Engineering Procurement - Services
HLTHQ0ETT22000040,22/9/2022,11150,Awarded by Items,2022-09-22,11150,Engineering Procurement - Services
HLTHQ0ETT22000040,22/9/2022,11692,Awarded by Items,2022-09-22,11692,Engineering Procurement - Services
HLTHQ0ETT22000041,13/2/2023,1,Awarded by Items,2023-02-13,1,Engineering Procurement - Services
HLTHQ0ETT22000041,13/2/2023,1,Awarded by Items,2023-02-13,1,Engineering Procurement - Services
HLTHQ0ETT22000041,13/2/2023,1,Awarded by Items,2023-02-13,1,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,498817.62,Awarded by Items,2022-09-28,498817.62,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,553629.4,Awarded by Items,2022-09-28,553629.4,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,461005,Awarded by Items,2022-09-28,461005,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,12,Awarded by Items,2022-09-28,12,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,328548.5,Awarded by Items,2022-09-28,328548.5,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,347991.2,Awarded by Items,2022-09-28,347991.2,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,635535.5,Awarded by Items,2022-09-28,635535.5,Engineering Procurement - Services
HLTHQ0ETT22000042,28/9/2022,688266.8,Awarded by Items,2022-09-28,688266.8,Engineering Procurement - Services
HLTHQ0ETT22000043,8/3/2023,85030000,Awarded to Suppliers,2023-03-08,85030000,Engineering Procurement - Services
HLTHQ0ETT22000044,17/3/2023,52318549,Awarded to Suppliers,2023-03-17,52318549,Engineering Procurement - Goods
HLTHQ0ETT22000045,3/3/2023,42200000,Awarded to Suppliers,2023-03-03,42200000,Engineering Procurement - Services
HLTHQ0ETT22000046,30/1/2023,1,Awarded by Items,2023-01-30,1,Engineering Procurement - Services
HLTHQ0ETT22000046,30/1/2023,1,Awarded by Items,2023-01-30,1,Engineering Procurement - Services
HLTHQ0ETT22000047,5/1/2023,14018913,Awarded to Suppliers,2023-01-05,14018913,Engineering Procurement - Services
