tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
CCYNYCETT19300016,invitation to tender for maintenance and servicing of water treatment plant at obs reservoir and training pool including filtration system in outward bound singapore pulau ubin for a period two years with an option to extend for another two years,"Ministry of Culture, Community and Youth - National Youth Council",23/12/2019,Awarded by Items,HYDRO AQUATIC PTE. LTD.,31200
CCYNYCETT19300016,invitation to tender for maintenance and servicing of water treatment plant at obs reservoir and training pool including filtration system in outward bound singapore pulau ubin for a period two years with an option to extend for another two years,"Ministry of Culture, Community and Youth - National Youth Council",23/12/2019,Awarded by Items,SANLI M&E ENGINEERING PTE. LTD.,480000
NLB000ETT21000020,invitation to tender for maintenance and support services for the corporate intranet application systems for the national library board singapore,National Library Board,30/12/2021,Awarded by Items,CUSTOMER CAPITAL CONSULTING PTE. LTD.,960768
NLB000ETT21000020,invitation to tender for maintenance and support services for the corporate intranet application systems for the national library board singapore,National Library Board,30/12/2021,Awarded by Items,WEBSPARKS PTE. LTD.,1599240
MAS000ETT22000054,invitation to tender for manager development programme i csdt22mdpfk041  masreq2022001272,Monetary Authority of Singapore,21/3/2023,Awarded by Items,BLUE DOT LEARNING PTE. LTD.,43450
MAS000ETT22000054,invitation to tender for manager development programme i csdt22mdpfk041  masreq2022001272,Monetary Authority of Singapore,21/3/2023,Awarded by Items,BTS ASIA PACIFIC PTE. LTD.,42950
MAS000ETT19300057,invitation to tender for manager development programme stage 2,Monetary Authority of Singapore,5/2/2020,Awarded by Items,BLUE DOT LEARNING PTE. LTD.,21920
MAS000ETT19300057,invitation to tender for manager development programme stage 2,Monetary Authority of Singapore,5/2/2020,Awarded by Items,PEOPLE POTENTIAL ASIA PTE. LTD.,17800
MAS000ETT23000032,invitation to tender for mas coaching services from 2023 to 2026  masreq2023000710  pdd cyl,Monetary Authority of Singapore,18/10/2023,Awarded by Items,1POINT5 SOLUTIONS PTE. LTD.,6100
MAS000ETT23000032,invitation to tender for mas coaching services from 2023 to 2026  masreq2023000710  pdd cyl,Monetary Authority of Singapore,18/10/2023,Awarded by Items,COLLECTIVE CHANGE INSTITUTE PTE. LTD.,5048
MAS000ETT23000032,invitation to tender for mas coaching services from 2023 to 2026  masreq2023000710  pdd cyl,Monetary Authority of Singapore,18/10/2023,Awarded by Items,FLOURISH CONSULTING PTE. LTD.,8420
NLB000ETT23000031,invitation to tender for panel of contractors for transcription and editing services of oral history interviews malay mandarin tamil for oral history centre nlb,National Library Board,15/1/2024,Awarded by Items,ASIASTAR INTERNATIONAL CONSULTANCY PTE. LTD.,198
NLB000ETT23000031,invitation to tender for panel of contractors for transcription and editing services of oral history interviews malay mandarin tamil for oral history centre nlb,National Library Board,15/1/2024,Awarded by Items,CAPTIONCUBE PTE. LTD.,615
NLB000ETT23000031,invitation to tender for panel of contractors for transcription and editing services of oral history interviews malay mandarin tamil for oral history centre nlb,National Library Board,15/1/2024,Awarded by Items,LINGUA TECHNOLOGIES INTERNATIONAL PTE. LTD.,360
NLB000ETT23000031,invitation to tender for panel of contractors for transcription and editing services of oral history interviews malay mandarin tamil for oral history centre nlb,National Library Board,15/1/2024,Awarded by Items,Norazlin Binte Mohamed Amin,105
NLB000ETT23000031,invitation to tender for panel of contractors for transcription and editing services of oral history interviews malay mandarin tamil for oral history centre nlb,National Library Board,15/1/2024,Awarded by Items,VERZTEC CONSULTING PTE. LTD.,780
NHB000ETT22000011,invitation to tender for provision of audit and related services under a framework agreement for national heritage board,National Heritage Board,29/3/2023,Awarded by Items,ERNST & YOUNG ADVISORY PTE. LTD.,1
NHB000ETT22000011,invitation to tender for provision of audit and related services under a framework agreement for national heritage board,National Heritage Board,29/3/2023,Awarded by Items,IN.CORP BUSINESS ADVISORY PTE. LTD.,21600
NHB000ETT22000011,invitation to tender for provision of audit and related services under a framework agreement for national heritage board,National Heritage Board,29/3/2023,Awarded by Items,KPMG LLP,48200
NHB000ETT19300026,invitation to tender for provision of audit services under a framework agreement for national heritage board,National Heritage Board,19/2/2020,Awarded by Items,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,31001
NHB000ETT19300026,invitation to tender for provision of audit services under a framework agreement for national heritage board,National Heritage Board,19/2/2020,Awarded by Items,IN.CORP BUSINESS ADVISORY PTE. LTD.,2.4
NHB000ETT19300026,invitation to tender for provision of audit services under a framework agreement for national heritage board,National Heritage Board,19/2/2020,Awarded by Items,KPMG SERVICES PTE. LTD.,22102.21
HPB000ETT21000037,invitation to tender for provision of biohazardous waste collection and disposal services for health promotion board,Health Promotion Board,21/12/2021,Awarded by Items,CRAMOIL SINGAPORE PTE LTD,1
HPB000ETT21000037,invitation to tender for provision of biohazardous waste collection and disposal services for health promotion board,Health Promotion Board,21/12/2021,Awarded by Items,NSL OILCHEM WASTE MANAGEMENT PTE. LTD.,1
HPB000ETT23000026,invitation to tender for provision of biohazardous waste collection and disposal services for health promotion board,Health Promotion Board,30/11/2023,Awarded to Suppliers,ASIA MEDICAL ENVIRO SERVICES PTE. LTD.,2
FINVITETT22000009,invitation to tender for provision of equipment and professional manpower services for vitals asset management services,Ministry of Finance - Vital,6/1/2023,Awarded by Items,I-CONSULT TECH PTE. LTD.,191946.07
FINVITETT22000009,invitation to tender for provision of equipment and professional manpower services for vitals asset management services,Ministry of Finance - Vital,6/1/2023,Awarded by Items,MCI CAREER  SERVICES PTE. LTD.,68951
CCYNYCETT21000002,invitation to tender for provision of facilities management services at national youth council for a period of three 3 years with an option to extend for another three 3 years,"Ministry of Culture, Community and Youth - National Youth Council",16/6/2021,Awarded by Items,CPG FACILITIES MANAGEMENT PTE LTD,25354200.04
CCYNYCETT21000002,invitation to tender for provision of facilities management services at national youth council for a period of three 3 years with an option to extend for another three 3 years,"Ministry of Culture, Community and Youth - National Youth Council",16/6/2021,Awarded by Items,CBRE GWS PTE. LTD.,6619035.12
SLA000ETT20300015,invitation to tender for provision of insurance covers for singapore land authority for a period of twelve 12 months with an option to extend for another twelve 12 months,Singapore Land Authority,31/12/2020,Awarded by Items,AIG ASIA PACIFIC INSURANCE PTE. LTD.,77200
SLA000ETT20300015,invitation to tender for provision of insurance covers for singapore land authority for a period of twelve 12 months with an option to extend for another twelve 12 months,Singapore Land Authority,31/12/2020,Awarded by Items,CHUBB INSURANCE SINGAPORE LIMITED,10000
SLA000ETT20300015,invitation to tender for provision of insurance covers for singapore land authority for a period of twelve 12 months with an option to extend for another twelve 12 months,Singapore Land Authority,31/12/2020,Awarded by Items,MS FIRST CAPITAL INSURANCE LIMITED,32360.25
SLA000ETT20300015,invitation to tender for provision of insurance covers for singapore land authority for a period of twelve 12 months with an option to extend for another twelve 12 months,Singapore Land Authority,31/12/2020,Awarded by Items,SOMPO INSURANCE SINGAPORE PTE. LTD.,643805.98
SSG000ETT23000003,invitation to tender for provision of internal audit services,SkillsFuture Singapore,3/8/2023,Awarded by Items,ERNST & YOUNG ADVISORY PTE. LTD.,809700
SSG000ETT23000003,invitation to tender for provision of internal audit services,SkillsFuture Singapore,3/8/2023,Awarded by Items,KPMG SERVICES PTE. LTD.,710600
PEB000ETT20300001,invitation to tender for provision of legal services to professional engineers board for a period of three 3 years with an option for the board to extend the contract for another two 2 years,Professional Engineers Board,23/10/2020,Awarded by Items,ADSAN LAW LLC,5600
PEB000ETT20300001,invitation to tender for provision of legal services to professional engineers board for a period of three 3 years with an option for the board to extend the contract for another two 2 years,Professional Engineers Board,23/10/2020,Awarded by Items,ALLEN & GLEDHILL LLP,9912
PEB000ETT20300001,invitation to tender for provision of legal services to professional engineers board for a period of three 3 years with an option for the board to extend the contract for another two 2 years,Professional Engineers Board,23/10/2020,Awarded by Items,BENEDICT CHAN & COMPANY,3200
PEB000ETT20300001,invitation to tender for provision of legal services to professional engineers board for a period of three 3 years with an option for the board to extend the contract for another two 2 years,Professional Engineers Board,23/10/2020,Awarded by Items,CENTRAL CHAMBERS LAW CORPORATION,7350
PEB000ETT20300001,invitation to tender for provision of legal services to professional engineers board for a period of three 3 years with an option for the board to extend the contract for another two 2 years,Professional Engineers Board,23/10/2020,Awarded by Items,DENTONS RODYK & DAVIDSON LLP,10115
PEB000ETT20300001,invitation to tender for provision of legal services to professional engineers board for a period of three 3 years with an option for the board to extend the contract for another two 2 years,Professional Engineers Board,23/10/2020,Awarded by Items,GATEWAY LAW CORPORATION,8700
PEB000ETT20300001,invitation to tender for provision of legal services to professional engineers board for a period of three 3 years with an option for the board to extend the contract for another two 2 years,Professional Engineers Board,23/10/2020,Awarded by Items,LEE & LEE,8925
