tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
FINHQ0ETT22000005,provision of enterprise risk management consultancy services to the whole of government for a period of two 2 years with an option to extend for up to two 2 years,Ministry of Finance-Ministry Headquarter,9/2/2023,Awarded by Items,DELOITTE & TOUCHE ENTERPRISE RISK SERVICES PTE LTD,46950
FINHQ0ETT23000001,additions and alterations to the treasury  design and refurbish offices including common areas and upgrading of mechanical  electrical systems 2nd stage of 2stage qfm tender,Ministry of Finance-Ministry Headquarter,31/5/2023,Awarded to Suppliers,RSP ARCHITECTS PLANNERS & ENGINEERS (PTE) LTD,3143000
FINHQ0ETT23000002,provision of postissuance external verification limited assurance on ministry of financeheadquarters annual green bond reports,Ministry of Finance-Ministry Headquarter,10/4/2023,Awarded to Suppliers,PRICEWATERHOUSECOOPERS LLP,190740
FINHQ0ETT23000003,tender for for the supply delivery installation testing commissioning of x86 rack mount servers hardware with premium warranty support option for maintenance of hardware installation and configuration of software,Ministry of Finance-Ministry Headquarter,6/4/2023,Awarded to Suppliers,NCS PTE. LTD.,2768943.85
FINHQ0ETT23000004,itt for provision of audit services for pioneer generation fund financial statements and accounts for fy2223 with option to extend for 6 years,Ministry of Finance-Ministry Headquarter,6/4/2023,Awarded to Suppliers,ASSURANCE PARTNERS LLP,47600
FINHQ0ETT23000005,tender for provision of a fully operational budgeting system ibudget3 via software as a service with using agile methodology with the option of application maintenance and services,Ministry of Finance-Ministry Headquarter,29/6/2023,Awarded to Suppliers,DELOITTE CONSULTING PTE. LTD.,16260083.82
FINHQ0ETT23000006,provision of consultancy services for process harmonisation and proof of concept for gebiz x product evaluation,Ministry of Finance-Ministry Headquarter,1/12/2023,Awarded by Items,DELOITTE CONSULTING PTE. LTD.,1855000
FINHQ0ETT23000008,tender for provision of consultancy services to study private sectors office space norm and emerging trends in space optimisation,Ministry of Finance-Ministry Headquarter,15/1/2024,Awarded to Suppliers,GENSLER SINGAPORE PTE. LTD.,237254
FINHQ0ETT23000009,invitation to tender for provision of application maintenance and support for ministry of finance,Ministry of Finance-Ministry Headquarter,15/3/2024,Awarded to Suppliers,DXC TECHNOLOGY SERVICES SINGAPORE PTE. LTD.,5174877.29
FINVITETT19300001,provision of temporary contract for services temporary employee conversion to permanent employee  sourcing for permanent employee for public agencies,Ministry of Finance - Vital,10/7/2019,Awarded by Items,BGC GROUP PTE. LTD.,4326
FINVITETT19300002,for the provision of quarterly noncomprehensive maintenance of the cctv system at vital at mnd for a period of 48 months,Ministry of Finance - Vital,10/7/2019,Awarded to Suppliers,KEYDENCE SYSTEMS PTE. LTD.,2550
FINVITETT23000002,invitation to tender for the supply of household hardware  diy items,Ministry of Finance - Vital,17/8/2023,Awarded by Items,THYE HONG ESOLUTIONS PTE. LTD.,5588000
FINVITETT19300004,invitation to tender for the provision of employee relocation management services for the wholeofgovernment wog for a period of 2 years with option to extend for another 2 years,Ministry of Finance - Vital,31/1/2020,Awarded by Items,ALLIED MOVING SERVICES (S) PTE. LTD.,2476
FINVITETT19300005,invitation to tender for a contract for the supply of inktoner cartridges and computer supplies for the wholeofgovernment wog for 2 years with an option for the government to extend the contract for an additional 1year,Ministry of Finance - Vital,15/5/2020,Awarded by Items,01 COMPUTER SYSTEM PTE LTD,4593099.96
FINVITETT20300001,provision of catering services to the whole of government for a period of two 2 years with an option to extend the contract for a further period of up to one 1 year,Ministry of Finance - Vital,15/1/2021,Awarded by Items,RELISKY PTE. LTD.,193.5
FINVITETT19300006,invitation to tender for a contract for the supply of stationery for whole of government for a period of two 2 years with an option for the government to extend the contract for a further period of up to one 1 year,Ministry of Finance - Vital,27/2/2020,Awarded by Items,DESKRIGHT PTE. LTD.,2014746.02
FINVITETT19300007,invitation to tender for the provision of business fixed telephone line services for a period of 28 months with an option to extend for a period of 12 months,Ministry of Finance - Vital,24/12/2019,Awarded to Suppliers,SINGAPORE TELECOMMUNICATIONS LIMITED,145800
FINVITETT19300008,provision of noncomprehensive maintenance services of aircon temperature monitoring system and other related aircon services for vital mnd office,Ministry of Finance - Vital,19/2/2020,Awarded to Suppliers,SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,86580
FINVITETT20300002,invitation to tender for the provision of printing and lettershopping services to government agencies including statutory boards and participating entities for three 3 years,Ministry of Finance - Vital,10/3/2021,Awarded by Items,CHEW WAH PRESS PTE LTD,975997.15
FINVITETT20300004,invitation to tender for the supply of certificates and certification folders for long service award  special appreciation award and valedictory letters for a period of 2 years with an option to extend up to 2 years for the singapore government,Ministry of Finance - Vital,26/11/2020,Awarded to Suppliers,TAI LOO INDUSTRIAL WORKS (PTE.) LTD.,374040
FINVITETT20300006,invitation to tender for the supply leasing and maintenance of digital copiers and leasing of desktop printers to government agencies including statutory boards for three 3 years,Ministry of Finance - Vital,3/3/2021,Awarded by Items,FUJIFILM BUSINESS INNOVATION SINGAPORE PTE. LTD.,264867
FINVITETT20300007,provision of consultancy services for design thinking and service journey transformation for vitals onestop integrated case esystem voices 20,Ministry of Finance - Vital,30/12/2020,Awarded to Suppliers,ACCENTURE SG SERVICES PTE. LTD.,640880
FINVITETT20300008,itt for the provision of courier services for whole of government for a period of three 3 years with an option to extend the contract for a further period of up to one 1 year,Ministry of Finance - Vital,24/6/2021,Awarded by Items,ACCESS EXPRESS COURIERS PTE LTD,738828.2
FINVITETT20300009,itt for the provision of rates for singapore accommodation andor event venue package and rental to government agencies,Ministry of Finance - Vital,3/11/2021,Awarded by Items,30 BENCOOLEN PTE. LTD.,220
IRA000ETT23000002,provision of giro form processing service,Inland Revenue Authority of Singapore,1/6/2023,Awarded to Suppliers,RMA CONTRACTS PTE. LTD.,449988
FINVITETT21000001,itt for the provision of travel management services for a period of 3 years with an option to extend up to 3 years,Ministry of Finance - Vital,27/10/2021,Awarded by Items,FCM SINGAPORE PTE. LTD.,20
FINVITETT21000002,itt for the supply of office equipment for whole of government for a period of two 2 years with an option to extend the contract for a further period of up to one 1 year,Ministry of Finance - Vital,15/7/2021,Awarded by Items,01 COMPUTER SYSTEM PTE LTD,93031.24
FINVITETT21000003,invitation to tender for the supply of electronics and electrical appliances to the whole of government for a period of two 2 years with an option to extend the contract for a further period of up to one 1 year,Ministry of Finance - Vital,8/7/2021,Awarded by Items,AV MEDIA PTE LTD,3065394.47
FINVITETT21000004,itt for the supply customization configuration delivery installation migration testing and commissioning of a fully operational intranet workflow and record management system,Ministry of Finance - Vital,19/10/2021,Awarded to Suppliers,AVEPOINT SINGAPORE PTE. LTD.,2662834.5
FINVITETT21000005,itt for the provision of auxiliary police services to execute warrants of arrests wa for two 2 years with option to extend up to 4 years for wog,Ministry of Finance - Vital,22/12/2021,Awarded to Suppliers,AETOS SECURITY MANAGEMENT PTE. LTD.,8918676
FINVITETT21000006,open tender to establish a wog demand aggregation period contract for supply of copy paper for a period of two 2 years with an option to extend for a further period of one 1 year,Ministry of Finance - Vital,22/10/2021,Awarded by Items,OVOL SINGAPORE PTE. LTD.,5874031.52
FINVITETT21000007,provision of pantry items to the whole of government for a period of two 2 years with an option to extend the contract for a further period of up to one 1 year,Ministry of Finance - Vital,8/4/2022,Awarded by Items,CAFE-BAR SERVICES,3868115.25
FINVITETT21000008,invitation to tender for the subscription of research and business advisory services on business process outsourcing bpo and shared services,Ministry of Finance - Vital,24/9/2021,Awarded to Suppliers,GARTNER ADVISORY (SINGAPORE) PTE LTD,993000
FINVITETT21000009,the provision of 20212022 northern hemisphere flu vaccinaton to public officers within government agencies and participating entities,Ministry of Finance - Vital,8/10/2021,Awarded by Items,LIVINGSTONE HEALTH LTD.,213000
FINVITETT21000010,invitation to tender for the review of vitals job architecture,Ministry of Finance - Vital,8/12/2021,Awarded to Suppliers,KORN FERRY (SG) PTE. LTD.,236500
FINVITETT21000011,invitation to tender for the provision of hiring services for cars vip buses and vans for a period of two 2 years with an option to extend for one 1 year,Ministry of Finance - Vital,17/1/2022,Awarded by Items,C & P RENT-A-CAR (PTE.) LTD.,4088901.5
LTA000ETT19300103,advance works for integrated train testing centre,Land Transport Authority,23/9/2019,Awarded to Suppliers,HUATIONG CONTRACTOR PTE LTD,8554000
FINVITETT21000012,itt for the provision of taxiprivate hire car corporate billing services for a period of two 2 years with an option to extend one 1 year,Ministry of Finance - Vital,26/11/2021,Awarded by Items,CABCHARGE ASIA PTE LTD,3
FINVITETT21000015,open tender to establish a wog demand aggregation contract for the provision of event management services for 2 years with an option to extend up to 2 years to government agencies and participating entities,Ministry of Finance - Vital,7/12/2022,Awarded by Items,ADRENALIN GROUP PTE. LTD.,5795500
FINVITETT22000001,invitation to tender for supply delivery support of opentexts content suite software licences,Ministry of Finance - Vital,14/3/2022,Awarded to Suppliers,DELAWARE CONSULTING ASIA PACIFIC PTE. LTD.,589000
FINVITETT22000002,provision of temporary contract of services and sourcing for permanent employees to government ministriesdepartments organs of state statutory boards and participating entities,Ministry of Finance - Vital,16/6/2022,Awarded by Items,APBA TG HUMAN RESOURCE PTE. LTD.,4150
FINVITETT22000003,invitation to tender for the provision of travel insurance to government agencies and participating entities for 3 years with an option to extend up to 1 year,Ministry of Finance - Vital,17/8/2022,Awarded to Suppliers,NTUC Income Insurance Co-operative Ltd,108.77
FINVITETT22000004,invitation to tender for supply of audio visual equipment portable public address systems and projector maintenance services,Ministry of Finance - Vital,27/7/2022,Awarded by Items,01 COMPUTER SYSTEM PTE LTD,189600
FINVITETT22000005,provision of corporate card services to public agencies,Ministry of Finance - Vital,28/10/2022,Awarded by Items,CITIBANK N.A.,0.01
FINVITETT22000006,invitation to tender for multidisciplinary consultancy services architectural me engineering quantity surveying for redesign of vitals workspace  mnd complex,Ministry of Finance - Vital,31/8/2022,Awarded to Suppliers,METAPHOR DESIGN + ARCHITECTURE PTE. LTD.,652000
FINVITETT22000007,itt for a contract for the provision of medical examinations influenza vaccination and influenza pandemic programme for the singapore public service for a period of 2 years with an option to extend for up to another 2 years,Ministry of Finance - Vital,4/10/2022,Awarded by Items,ADEPT HEALTH PTE. LTD.,100
